alpha_deg,CD,CL,CM,CF_total_x,CF_total_y,CF_total_z,CM_total_x,CM_total_y,CM_total_z,n_windward,n_leeward,cp_min,cp_max
0.0,0.5576654659614002,3.607682728945516e-17,1.9081958235744878e-17,-3.6361430359732605e-17,-0.5576654659614002,-3.607682728945516e-17,1.9081958235744878e-17,-0.00041668555971221443,-2.421158976431692e-17,116,78,0.0,2.0
10.0,0.5547125761424286,0.15732665212332805,0.022893741293385818,-0.00030958411866696185,-0.5547125761424286,-0.15732665212332805,0.022893741293385818,-0.0003744615255502564,-0.00020456636572975363,113,81,0.0,1.9396926207859086
20.0,0.5457983352104648,0.2980643881910327,0.04297296810967669,-0.00038240830386292537,-0.5457983352104648,-0.2980643881910327,0.04297296810967669,-0.00023450658706244585,-0.0003497532399432037,104,90,0.0,1.7660444431189781
30.0,0.5310789748932884,0.40917068603239726,0.05719597877228521,-0.00020612607315873802,-0.5310789748932884,-0.40917068603239726,0.05719597877228521,-1.5918918590880518e-05,-0.00039764149678218083,104,90,0.0,1.6464659314588592
