cdata,,cps,,I_cpO,,U_infty_x,U_infty_y,U_infty_z
0.000789727658900015,,0.000789727658900015,,12444,,0,1,0
0.000785985059693212,,0.000785985059693212,,12445,,0,1,0
0.000779773425397541,,0.000779773425397541,,12446,,0,1,0
0.00077113237692495,,0.00077113237692495,,12447,,0,1,0
0.000760116233346771,,0.000760116233346771,,12448,,0,1,0
0.000746795294705345,,0.000746795294705345,,12449,,0,1,0
0.000731252819080624,,0.000731252819080624,,12450,,0,1,0
0.000713587845900539,,0.000713587845900539,,12451,,0,1,0
0.00069391020722856,,0.00069391020722856,,12452,,0,1,0
0.000672348797980948,,0.000672348797980948,,12453,,0,1,0
0.000649034348217087,,0.000649034348217087,,12454,,0,1,0
0.000624117919438068,,0.000624117919438068,,12455,,0,1,0
0.000597756157417535,,0.000597756157417535,,12456,,0,1,0
0.00057011595727488,,0.00057011595727488,,12457,,0,1,0
0.000541371513057727,,0.000541371513057727,,12458,,0,1,0
0.000511703141339415,,0.000511703141339415,,12459,,0,1,0
0.000481302008598646,,0.000481302008598646,,12460,,0,1,0
0.000450356448964935,,0.000450356448964935,,12461,,0,1,0
0.000419066300076071,,0.000419066300076071,,12462,,0,1,0
0.000387626344085408,,0.000387626344085408,,12463,,0,1,0
0.000356235688689949,,0.000356235688689949,,12464,,0,1,0
0.000325092880356898,,0.000325092880356898,,12465,,0,1,0
0.00029439512697753,,0.00029439512697753,,12466,,0,1,0
0.000264337188063575,,0.000264337188063575,,12467,,0,1,0
0.000235108758360693,,0.000235108758360693,,12468,,0,1,0
0.000206892795067699,,0.000206892795067699,,12469,,0,1,0
0.000179869920211684,,0.000179869920211684,,12470,,0,1,0
0.000154211465457023,,0.000154211465457023,,12471,,0,1,0
0.000130077249346815,,0.000130077249346815,,12472,,0,1,0
0.000107620851665297,,0.000107620851665297,,12473,,0,1,0
8.69846760872053e-05,,8.69846760872053e-05,,12474,,0,1,0
6.82995512281126e-05,,6.82995512281126e-05,,12475,,0,1,0
5.16824567360352e-05,,5.16824567360352e-05,,12476,,0,1,0
3.7239021124708e-05,,3.7239021124708e-05,,12477,,0,1,0
2.50608222533752e-05,,2.50608222533752e-05,,12478,,0,1,0
1.52243835712915e-05,,1.52243835712915e-05,,12479,,0,1,0
7.79201838160999e-06,,7.79201838160999e-06,,12480,,0,1,0
2.81120944939546e-06,,2.81120944939546e-06,,12481,,0,1,0
3.12657024352806e-07,,3.12657024352806e-07,,12482,,0,1,0
0.000789329449675254,,0.000789329449675254,,12483,,0,1,0
0.00078559030556264,,0.00078559030556264,,12484,,0,1,0
0.000785702829183561,,0.000785702829183561,,12485,,0,1,0
0.000779495548400871,,0.000779495548400871,,12486,,0,1,0
0.00077935023065881,,0.00077935023065881,,12487,,0,1,0
0.00077071782297828,,0.00077071782297828,,12488,,0,1,0
0.000770757752222712,,0.000770757752222712,,12489,,0,1,0
0.000759751409987471,,0.000759751409987471,,12490,,0,1,0
0.000759810658780342,,0.000759810658780342,,12491,,0,1,0
0.000746499319058132,,0.000746499319058132,,12492,,0,1,0
0.000746558048859487,,0.000746558048859487,,12493,,0,1,0
0.000731025604685027,,0.000731025604685027,,12494,,0,1,0
0.000730912509238964,,0.000730912509238964,,12495,,0,1,0
0.000713263068933274,,0.000713263068933274,,12496,,0,1,0
0.000713247169706221,,0.000713247169706221,,12497,,0,1,0
0.000693586055107415,,0.000693586055107415,,12498,,0,1,0
0.000693636698884399,,0.000693636698884399,,12499,,0,1,0
0.000672089270040144,,0.000672089270040144,,12500,,0,1,0
0.000672029858849073,,0.000672029858849073,,12501,,0,1,0
0.000648734541080387,,0.000648734541080387,,12502,,0,1,0
0.000648812371549679,,0.000648812371549679,,12503,,0,1,0
0.000623912220696465,,0.000623912220696465,,12504,,0,1,0
0.000623949067626417,,0.000623949067626417,,12505,,0,1,0
0.000597601213465221,,0.000597601213465221,,12506,,0,1,0
0.000597556910657798,,0.000597556910657798,,12507,,0,1,0
0.000569934326549754,,0.000569934326549754,,12508,,0,1,0
